Date of Sale (dd/mm/yyyy),Address,Street Name,Price
14/06/2023,"6 TH CRESENT, LARCH HILLOSCAR TRAYNOR ROAD, DUBLIN 17",oscar traynor road,"€290,000.00"
14/06/2023,"APT 14 THE CEDAR, PARK VIEW APTS, BELARMINE AVE STEPASIDE DUBLIN 18",park view,"€345,000.00"
14/06/2023,"APT 85 BLOCK D, NORTH BANK, CASTLEFORBES RD DUBLIN 1",castleforbes road,"€1,712,505.00"
14/06/2023,"UNIT NO. 32 2ND FLOOR, NORTHBANK, CASTLEFORBES ROAD",castleforbes road,"€3,410,427.50"
15/06/2023,"163 ORWELL PARK VIEW, TEMPLEOGUE, DUBLIN",park view,"€550,000.00"
15/06/2023,"208 BUNTING RD, WALKINSTOWN, DUBLIN 12",bunting road,"€350,000.00"
15/06/2023,"22 HIGHLAND AVE, THE PARK, CABINTEELY",the park,"€562,500.00"
15/06/2023,"29 CONNOLLY AVE, INCHICORE, DUBLIN 8",connolly avenue,"€150,037.00"
15/06/2023,"42 FINGAL ST, OFF CORK ST, DUBLIN 8",cork street,"€380,000.00"
15/06/2023,"62 HYDE SQ, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€275,000.00"
15/06/2023,"8 BELGROVE RD, CLONTARF, DUBLIN 3",grove road,"€1,650,000.00"
16/06/2023,"1 The Park, Kiltiernan Wood, Bishops Gate",the park,"€568,281.94"
16/06/2023,"107 TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€425,000.00"
16/06/2023,"118 TEMPLE GARDENS, NORTHWOOD, SANTRY",temple gardens,"€307,000.00"
16/06/2023,"159 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",philipsburgh avenue,"€570,000.00"
16/06/2023,"16 BROOKFIELD, ANGLESEA RD, BALLSBRIDGE DUBLIN 4",brookfield,"€500,000.00"
16/06/2023,"2 The Park, Kilternan Wood, Kilternan",the park,"€550,660.79"
16/06/2023,"5 INFIRMARY RD, DUBLIN 7, DUBLIN",infirmary road,"€475,000.00"
16/06/2023,"6 The Park Kilternan Wood, Kilternan",the park,"€568,281.00"
16/06/2023,"63 CHRISTCHURCH PLACE, CHRISTCHURCH, DUBLIN 8",christchurch place,"€260,000.00"
16/06/2023,"71 HYBREASAL HOUSE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€350,000.00"
16/06/2023,"APT 101, HYBREASAL HOUSE, SOUTH CIRCULAR RD DUBLIN 8",south circular road,"€420,000.00"
16/06/2023,"APT 13, BALNAGOWAN, PALMERSTON PARK DUBLIN 6",palmerston park,"€550,000.00"
19/06/2023,"1 College Avenue, Belcamp, Malahide Road",malahide road,"€410,542.00"
19/06/2023,"115 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€140,000.00"
19/06/2023,"170 COLLINSWOOD, BEAUMONT, DUBLIN 9",collinswood,"€450,000.00"
19/06/2023,"3 BROOKVIEW CRESCENT, BROOKFIELD, TALLAGHT DUBLIN 24",brookfield,"€210,000.00"
19/06/2023,"3 College Avenue, Belcamp, Malahide Road",malahide road,"€481,027.00"
19/06/2023,"97 CARNLOUGH RD, WEST CABRA, DUBLIN 7",carnlough road,"€325,000.00"
19/06/2023,"APARTMENT 109, TEMPLE GARDENS, NORTHWOOD",temple gardens,"€290,000.00"
20/06/2023,"195 COOLEY RD, DRIMNAGH, DUBLIN 12",cooley road,"€355,000.00"
20/06/2023,"27 THE BRAMBLINGS, KILLESTER, DUBLIN 5",the bramblings,"€520,000.00"
20/06/2023,"44 THE TENERFIELDS, SOUTH BROWN ST, DUBLIN 8",south brown street,"€325,000.00"
20/06/2023,"5 The Park, Kiltiernan Wood, Bishop's Gate Enniskerry Road",the park,"€508,130.00"
20/06/2023,"58 FASSAUGH RD, CABRA, DUBLIN 7",fassaugh road,"€482,000.00"
21/06/2023,"115 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",temple gardens,"€400,000.00"
21/06/2023,"7 NORTHLAND DR, OLD FINGLAS RD, GLASNEVIN DUBLIN 11",finglas road,"€575,000.00"
22/06/2023,"179 CARNLOUGH RD, CABRA, DUBLIN 7",carnlough road,"€310,000.00"
22/06/2023,"20B BALNAGOWAN, PALMERSTON PARK, DARTRY DUBLIN 6",palmerston park,"€320,000.00"
22/06/2023,"46 RATHDOWN AVE, TERENURE, DUBLIN 6W",rathdow,"€1,300,000.00"
22/06/2023,"APARTMENT 11, 109 PARNELL STREET, DUBLIN 1",parnell street,"€315,000.00"
22/06/2023,"APT 20, 2 WATERLOO RD, BALLSBRIDGE DUBLIN 4",waterloo road,"€350,000.00"
23/06/2023,"13 O'Donovan Road, Dublin 8",odonovan road,"€70,325.00"
23/06/2023,"26 CROSBIE HOUSE, NORTHBROOK AVE, RANELAGH DUBLIN 6",northbrook avenue,"€410,000.00"
23/06/2023,"3 INFIRMARY RD, DUBLIN 7, DUBLIN",infirmary road,"€340,000.00"
23/06/2023,"76 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€285,000.00"
23/06/2023,"APT 116, OLD KILMAINHAM SQUARE, INCHICORE ROAD",inchicore road,"€430,000.00"
23/06/2023,"RUSSETT HOUSE, 5 THE SYCAMORES, GROVE RD",grove road,"€2,500,000.00"
26/06/2023,"114 BURNELL SQ, MALAHIDE RD, NORTHERN CROSS DUBLIN 17",malahide road,"€275,000.00"
26/06/2023,"24, MELLOWES CRESCENT, FINGLAS WEST DUBLIN 11",mellowes crescent,"€125,000.00"
26/06/2023,"301 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€347,000.00"
26/06/2023,"31 Brookfield, Back Road, Malahide",brookfield,"€821,585.90"
26/06/2023,"42 MALAHIDE ROAD, CLONTARF, DUBLIN 3",malahide road,"€575,000.00"
26/06/2023,"7 LUTTRELLPARK VIEW, CARPENTERSTOWN, DUBLIN 15",park view,"€543,000.00"
26/06/2023,"81 ST AGNES PARK, CRUMLIN, DUBLIN 12",st agnes park,"€577,000.00"
27/06/2023,"12 EGLINGTON TERRACE, PHIBSBOROUGH, DUBLIN 7",egling,"€125,569.00"
27/06/2023,"132 KINGS COURT, PARNELL ST, DUBLIN 1",parnell street,"€101,828.00"
27/06/2023,"26 ORWELL WOODS, ORWELL PARK, DARTRY",orwell park,"€705,000.00"
27/06/2023,"34 CRANMER PLACE, HADDINGTON RD, DUBLIN 4",haddington road,"€166,026.00"
27/06/2023,"58 BROOKFIELD, KIMMAGE RD WEST, DUBLIN 12",brookfield,"€565,000.00"
27/06/2023,"7 STOCKING WOOD MANOR, STOCKING WOOD, RATHFARNHAM",manor street,"€475,000.00"
27/06/2023,"9 HEATHER GROVE, WOODFARM ACRES, PALMERSTOWN DUBLIN 20",grove wood,"€375,000.00"
28/06/2023,"12 GRACE PARK GARDENS, DRUMCONDRA, DUBLIN",grace park gardens,"€575,000.00"
28/06/2023,"20 CARLETON RD, MARINO, DUBLIN 3",carleton road,"€531,000.00"
28/06/2023,"36 CLARE RD, DRUMCONDRA, DUBLIN 9",clare road,"€835,000.00"
28/06/2023,"51 GREENVILLE TERRACE, SOUTH CIRCULAR RD, DUBLIN 8",greenville terrace,"€665,000.00"
28/06/2023,"THE WILLOWS, MOUNT ANVILLE RD, DUBLIN 14",the willows,"€1,400,000.00"
29/06/2023,"11 ARDEE COURT, CORK ST, DUBLIN 8",cork street,"€375,000.00"
29/06/2023,"26 HIGHLAND LAWN, THE PARK, CABINTEELY DUBLIN 18",the park,"€700,000.00"
29/06/2023,"3 THE MOORINGS, SEACOURT, SEAPARK",the mooring,"€1,000,000.00"
29/06/2023,"5 BROOKFIELD AVE, BLACKROCK, DUBLIN",brookfield,"€475,000.00"
29/06/2023,"6 KINGS COURT, AUGHRIM ST, DUBLIN 7",aughrim street,"€250,000.00"
29/06/2023,"63 ST AGNES PARK, CRUMLIN, DUBLIN 12",st agnes park,"€535,567.00"
30/06/2023,"12 SYCAMORE DRIVE, THE PARK, CABINTEELY",the park,"€810,000.00"
30/06/2023,"159 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",griffith avenue,"€1,020,000.00"
30/06/2023,"17 COLLEGE ST, BALDOYLE, DUBLIN 13",college street,"€657,000.00"
30/06/2023,"17 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€241,000.00"
30/06/2023,"30 THE WILLOWS, GLASNEVIN, DUBLIN 11",the willows,"€495,000.00"
30/06/2023,"36 EMERALD SQ, CORK ST, DUBLIN 8",cork street,"€395,000.00"
30/06/2023,"44 THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8",portobello harbour,"€785,000.00"
30/06/2023,"67 BULFIN ROAD, INCHICORE, DUBLIN 8",bulfin road,"€390,000.00"
30/06/2023,"78 KIRWAN ST COTTAGES, DUBLIN 7, DUBLIN",kirwan street,"€220,000.00"
30/06/2023,"83 THE MOYLE, BLOCK A PROSPECT HILL, FINGLAS",the moyle,"€272,000.00"
30/06/2023,"85 PARK VIEW, RATHBORNE, ASHTOWN",park view,"€221,000.00"
03/07/2023,"28 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€220,580.00"
03/07/2023,"441 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€335,000.00"
03/07/2023,"53 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€330,000.00"
03/07/2023,"55 THE FAIRWAYS, SEABROOK MANOR, STATION RD",manor street,"€357,000.00"
03/07/2023,"6 MEADOWBANK ROAD, MILLERS GLEN, SWORDS",meadowbank,"€445,000.00"
03/07/2023,"69 OLD CABRA RD, DUBLIN 7, DUBLIN",cabra road,"€735,000.00"
03/07/2023,"8 ST AUDOENS TERRACE, HIGH ST, DUBLIN 8",high street,"€300,000.00"
03/07/2023,"89 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€253,490.00"
03/07/2023,"APT 91 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€253,490.00"
04/07/2023,"12 SYCAMORE APTS, GROVE RD, MALAHIDE",grove road,"€430,000.00"
04/07/2023,"3 ADDISON HALL, ADDISON PARK, OLD FINGLAS RD DUBLIN 11",finglas road,"€275,000.00"
04/07/2023,"3 VALE VIEW LAWN, THE PARK, CABINTEELY",the park,"€835,000.00"
04/07/2023,"35 GLASNEVIN AVE, GLASNEVIN, DUBLIN 11",glasnevin avenue,"€590,000.00"
04/07/2023,"450 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€310,000.00"
04/07/2023,"8, LEIN GARDENS, ARTANE DUBLIN 5",lein gardens,"€228,000.00"
04/07/2023,"UNIT 1 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 2 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 3 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 4 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 5 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 6 69 CABRA RD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
04/07/2023,"UNIT 7 69 CABRA ROAD, PHIBSBOROUGH, DUBLIN 7",cabra road,"€160,714.29"
05/07/2023,"10 HUXLEY CRESCENT, CORK STREET, DUBLIN 8",cork street,"€561,000.00"
05/07/2023,"116 KINGS COURT, PARNELL ST, DUBLIN 1",parnell street,"€46,018.40"
05/07/2023,"APT 1 - THE MOORINGS, PORTOBELLO HARBOUR, DUBLIN 8",portobello harbour,"€536,000.00"
05/07/2023,"APT 10 THE SQUARE, LARCHILL, OSCAR TRAYNOR RD",oscar traynor road,"€268,000.00"
06/07/2023,"74 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",grove road,"€705,000.00"
07/07/2023,"1 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€340,000.00"
07/07/2023,"101 NORTH CIRCULAR RD, APT 7, DUBLIN 7",north circular road,"€1,200,000.00"
07/07/2023,"162 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€465,000.00"
07/07/2023,"23 THE TANNERY, CORK ST, DUBLIN 8",cork street,"€411,000.00"
07/07/2023,"26 PEARSE SQ, DUBLIN 2, DUBLIN",pearse square,"€1,750,000.00"
07/07/2023,"27 ST MICHAEL'S TERRACE, BLACKPITTS, DUBLIN 8",st michaels terrace,"€305,000.00"
07/07/2023,"300 KILDARE ROAD, CRUMLIN, DUBLIN 12",kildare road,"€370,000.00"
07/07/2023,"6 CHURCH TERRACE, CHURCH ST, DUBLIN 7",church street,"€237,000.00"
07/07/2023,"6 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€330,000.00"
07/07/2023,"APT 79, 109 PARNELL ST, DUBLIN 1",parnell street,"€237,500.00"
07/07/2023,"HOMESTEAD, 19 RATHDOWN PARK, TERENURE DUBLIN 6W",rathdow,"€2,150,000.00"
10/07/2023,"130 SPRINGDALE RD, RAHENY, DUBLIN 5",springdale road,"€460,000.00"
10/07/2023,"22 COOLRUA DR, BEAUMONT, DUBLIN 9",coolrua drive,"€500,000.00"
10/07/2023,"8 CLONSHAUGH LAWN, CLONSHAUGH, DUBLIN 17",clonshaugh lawn,"€112,000.00"
11/07/2023,"19 THE PARK ORLYNN PARK LUSK, DUBLIN",the park,"€366,000.00"
11/07/2023,"23 LEINSTER RD, RATHMINES, DUBLIN 6",leinster road,"€950,000.00"
11/07/2023,"41 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€350,000.00"
11/07/2023,"73 BALLYFERMOT RD, DUBLIN 10, DUBLIN",ballyfermot road,"€250,000.00"
11/07/2023,"APT 216, ST WERBURGHS, MALAHIDE RD",malahide road,"€325,000.00"
11/07/2023,"APT 24, GREEG COURT, PARNELL ST DUBLIN 1",parnell street,"€350,000.00"
12/07/2023,"14 CALDERWOOD RD, DRUMCONDRA, DUBLIN 9",calderwood road,"€985,000.00"
12/07/2023,"58 RATHDOWN AVENUE, TERENURE, DUBLIN 6W",rathdow,"€1,650,000.00"
12/07/2023,"8 PALMERSTON PARK, RATHMINES, DUBLIN",palmerston park,"€3,850,000.00"
12/07/2023,"APT 4, CLEARWATER COURT SOUTH, ROYAL CANAL PARK",clearwater,"€249,000.00"
13/07/2023,"36 THE PARK, LARCH HILL, SANTRY DUBLIN 17",the park,"€240,000.00"
13/07/2023,"41 WILLBROOK HOUSE, NORTHBROOK AVE, RANELAGH DUBLIN 6",northbrook avenue,"€408,000.00"
14/07/2023,"250 CRUMLIN RD, CRUMLIN, DUBLIN 12",crumlin road,"€420,000.00"
14/07/2023,"28 FITZROY AVE, DRUMCONDRA, DUBLIN 3",fitzroy avenue,"€512,000.00"
14/07/2023,"380 LANDEN RD, BALLYFERMOT, DUBLIN 10",landen road,"€316,000.00"
14/07/2023,"59 ANNER RD, INCHICORE, DUBLIN 8",anner road,"€571,000.00"
14/07/2023,"APT 26 STEEVENS GATE, JAMES STREET, DUBLIN 8",james street,"€400,000.00"
17/07/2023,"1 KEMPTON VIEW, ASHTOWN, DUBLIN 7",kempton view,"€695,000.00"
17/07/2023,"336 CARNLOUGH RD, CABRA, DUBLIN 7",carnlough road,"€348,000.00"
17/07/2023,"9A KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€327,000.00"
18/07/2023,"39 Brookfield, Back Road, Malahide",brookfield,"€801,762.11"
18/07/2023,"47 JOYCE HOUSE EAST, VIKING HARBOUR APTS, USHERS ISLAND DUBLIN 8",ushers island,"€265,000.00"
18/07/2023,"The Mews Rear of 197, North Circular Road",north circular road,"€537,445.00"
19/07/2023,"16 THE PARK, LARCH HILL, SANTRY",the park,"€237,500.00"
19/07/2023,"APT 13 BLOCK 1, PROSPECT HILL, FINGLAS RD",finglas road,"€215,000.00"
20/07/2023,"19 CANON HALL, CHURCH ST EAST, DUBLIN 3",church street,"€400,000.00"
20/07/2023,"223 COLLINSWOOD, COLLINS AVE, DUBLIN 9",collinswood,"€495,000.00"
20/07/2023,"299 COOLEY ROAD, DRIMNAGH, DUBLIN 12",cooley road,"€471,000.00"
20/07/2023,"34 TONLEGEE RD, COOLOCK, DUBLIN 5",tonlegee road,"€385,000.00"
20/07/2023,"62 BARLEY HOUSE, CORK ST, DUBLIN",cork street,"€195,000.00"
20/07/2023,"97 CAPPAGH AVE FINGLAS WEST, FINGLAS WEST DUBLIN 11, DUBLIN",cappagh avenue,"€117,545.78"
20/07/2023,"APT 115, BACHELORS WALK, DUBLIN 1",bachelors walk,"€265,000.00"
20/07/2023,"THE LOFT, BAGGOT COURT, BAGGOT ST LOWER DUBLIN 2",baggot street,"€420,000.00"
21/07/2023,"121C MALAHIDE RD, GRACEPARK, DUBLIN",malahide road,"€410,000.00"
21/07/2023,"18 BROOKFIELD GREEN, KIMMAGE, DUBLIN 12",brookfield,"€592,123.00"
21/07/2023,"26 THE BARLEY HOUSE, CORK ST, DUBLIN 8",cork street,"€360,000.00"
21/07/2023,"43 PROSPECT AVE, GLASNEVIN, DUBLIN",prospect avenue,"€318,000.00"
21/07/2023,"5 ISLAND VIEW, OFF KILBARRACK RD, DUBLIN 5",kilbarrack road,"€540,000.00"
21/07/2023,"56 ROTHE ABBEY, CIRCULAR RD SOUTH, DUBLIN 8",rothe abbey,"€450,000.00"
21/07/2023,"96 MELLOWES RD, FINGLAS WEST DUBLIN 11, DUBLIN",mellowes road,"€330,000.00"
21/07/2023,"APT 374, 13 BACHELORS WALK APTS, DUBLIN 1",bachelors walk,"€315,000.00"
24/07/2023,"10 SYCAMORE WALK, THE PARK CABINTEELY, CABINTEELY DUBLIN 18",the park,"€715,250.00"
24/07/2023,"12 CLYDE COURT, CLYDE RD, DUBLIN 4",clyde road,"€585,000.00"
24/07/2023,"22 REHOBOTH PLACE, SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€605,000.00"
24/07/2023,"23 CROSBIE HOUSE, NORTHBROOK AVE, RANELAGH DUBLIN 6",northbrook avenue,"€397,500.00"
24/07/2023,"24 COROFIN HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€270,000.00"
24/07/2023,"30 VALE VIEW AVE, THE PARK, CABINTEELY DUBLIN 18",the park,"€752,500.00"
24/07/2023,"383 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€400,000.00"
24/07/2023,"45 ST JAMESWOOD, SOUTH CIRCULAR RD, KILMAINHAM DUBLIN 8",south circular road,"€320,000.00"
24/07/2023,"9 BERESFORD LAWN, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",griffith avenue,"€1,040,000.00"
25/07/2023,"18 BROOKFIELD TERRACE, BLACKROCK, CO. DUBLIN",brookfield,"€565,000.00"
25/07/2023,"26 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",temple gardens,"€265,000.00"
25/07/2023,"36 GLENARRIFF RD, NAVAN RD, DUBLIN 7",glenarriff road,"€435,000.00"
25/07/2023,"4 COOLEY RD, DRIMNAGH, DUBLIN 12",cooley road,"€355,000.00"
25/07/2023,"40 DOWLAND RD, WALKINSTOWN, DUBLIN 12",dowland,"€200,000.00"
25/07/2023,"6 TONLEGEE ROAD, COOLOCK, DUBLIN 5",tonlegee road,"€420,000.00"
26/07/2023,"2 WILLBROOK HOUSE, NORTHBROOK AVE, RANELAGH",northbrook avenue,"€425,000.00"
26/07/2023,"28 CEDARWOOD RD, GLASNEVIN, DUBLIN 11",cedarwood road,"€425,000.00"
26/07/2023,"39 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK",manor street,"€865,000.00"
26/07/2023,"42 MERLYN RD, BALLSBRIDGE, DUBLIN 4",merlyn road,"€1,000,000.00"
26/07/2023,"72 SHELBOURNE VILLAGE, RINGSEND RD, DUBLIN 4",ringsend road,"€350,000.00"
26/07/2023,"81 20 CHRISTCHURCH PLACE, CHRISTCHURCH, DUBLIN 8",christchurch place,"€315,000.00"
27/07/2023,"13 GRANGE ABBEY GROVE, BALDOYLE, DUBLIN 13",grange abbey grove,"€453,000.00"
27/07/2023,"14 THE MOORINGS, FITZWILLIAM QUAY, DUBLIN",the mooring,"€340,000.00"
27/07/2023,"2 SWEENEY'S TERRACE, CLARENCE MANGAN ROAD, DUBLIN 8",clarence mangan road,"€550,000.00"
27/07/2023,"29 QUARRY RD, CABRA, DUBLIN 7",quarry road,"€455,000.00"
27/07/2023,"3 ST ANNES RD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€786,000.00"
27/07/2023,"77 TEMPLE GARDENS, SANTRY, DUBLIN 9",temple gardens,"€315,000.00"
27/07/2023,"APT 226 THE WATERSIDE APTS, CHARLOTTE QUAY, RINGSEND RD",ringsend road,"€294,135.04"
27/07/2023,"UNIT 14E WESTPARK EXECUTIVE SUITES, CITY WEST, SAGGART",westpark,"€270,000.00"
28/07/2023,"12 PARK DRIVE, THE PARK, CABINTEELY",the park,"€700,000.00"
28/07/2023,"45 CLONFERT RD, KIMMAGE, DUBLIN 12",clonfert road,"€400,000.00"
28/07/2023,"55 RATHVILLY DRIVE, FINGLAS, DUBLIN 11",rathvilly drive,"€201,000.00"
28/07/2023,"7 BROOKFIELD TERRACE, BLACKROCK, DUBLIN",brookfield,"€730,000.00"
28/07/2023,"APT 70, THE MOYLE, PROSPECT HILL DUBLIN 11",the moyle,"€300,000.00"
31/07/2023,"1 MEADOWBANK GREEN, MILLERS GLEN, SWORDS",meadowbank,"€497,500.00"
31/07/2023,"11 BURNELL COURT, MALAHIDE RD, NORTHERN CROSS DUBLIN 17",malahide road,"€295,000.00"
31/07/2023,"31 THE PARK, MILLBROOK LAWNS, TALLAGHT DUBLIN 24",the park,"€335,000.00"
31/07/2023,"513 NORTH CIRCULAR ROAD, DUBLIN 1",north circular road,"€400,000.00"
31/07/2023,"53 CYPRESS GROVE RD, DUBLIN 6W, DUBLIN",grove road,"€660,000.00"
02/08/2023,"12 GROVE RD, FINGLAS EAST, DUBLIN 11",grove road,"€397,000.00"
02/08/2023,"121 GREENWOOD AVE, BLUNDEN DR MALAHIDE RD, DUBLIN 13",malahide road,"€101,700.00"
02/08/2023,"159 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€127,481.00"
02/08/2023,"169 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",griffith avenue,"€749,700.00"
02/08/2023,"2 POOLES TERRACE, DOLPHINS BARN ST, DUBLIN 8",dolphins barn,"€275,000.00"
02/08/2023,"35 ST JAMESS WOODS, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€390,000.00"
02/08/2023,"37 INNISFALLEN PARADE, NORTH CIRCULAR RD, DUBLIN 7",north circular road,"€340,000.00"
02/08/2023,"397 ORWELL PARK DR, TEMPLEOGUE, DUBLIN 6W",orwell park,"€540,000.00"
02/08/2023,"462 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€300,000.00"
02/08/2023,"52 GROVE PARK AVE, GLASNEVIN, DUBLIN 11",grove park avenue,"€446,000.00"
02/08/2023,"6 GROVE HOUSE GARDENS, GROVE AVE, BLACKROCK",grove avenue,"€1,425,000.00"
02/08/2023,"7 BROOKFIELD, KIMMAGE RD WEST, DUBLIN 12",brookfield,"€465,000.00"
02/08/2023,"APT 329 BLOCK E, CASTLEFORBES SQ, CASTLEFORBES RD DUBLIN 1",castleforbes road,"€410,000.00"
02/08/2023,"APT 9, KINGS COURT, AUGHRIM ST DUBLIN 7",aughrim street,"€264,000.00"
03/08/2023,"15 CLEARWATER COURT SOUTH, ROYAL CANAL PARK, PELLETSTOWN AVE DUBLIN 15",clearwater,"€341,000.00"
03/08/2023,"15A GLENLAWN DRIVE, THE PARK, CABINTEELY",the park,"€830,000.00"
03/08/2023,"161 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€550,000.00"
03/08/2023,"25 THE CEDARS, HERBERT PARK LANE, BALLSBRIDGE",park lane,"€415,000.00"
03/08/2023,"416 GRIFFITH AVE, GLASNEVIN, DUBLIN 9",griffith avenue,"€780,000.00"
03/08/2023,"55 MELLOWES PARK, FINGLAS WEST DUBLIN 11, DUBLIN",mellowes park,"€322,000.00"
03/08/2023,"81 TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€523,000.00"
03/08/2023,"Apartment 3, 17A Baggot Street Lower, Dublin 2",baggot street,"€599,119.00"
03/08/2023,"Apartment 4, 17A Baggot Street Lower",baggot street,"€430,000.00"
03/08/2023,"APT 12 HOUSE 2 LINDEN COURT, GROVE AVE, BLACKROCK",grove avenue,"€435,000.00"
03/08/2023,"Apt 2  17A Baggot Street Lower, Dublin 2",baggot street,"€440,000.00"
04/08/2023,"10 GLEN AVE, THE PARK, CABINTEELY DUBLIN 18",the park,"€852,000.00"
04/08/2023,"46 PARKSIDE CRESCENT, PARKSIDE, MALAHIDE ROAD",malahide road,"€590,000.00"
04/08/2023,"5 RATHDOWN HALL GENAGEARY, DUBLIN",rathdow,"€315,000.00"
04/08/2023,"66 GROSVENOR LANE, LEINSTER ROAD, RATHMINES",leinster road,"€1,220,000.00"
08/08/2023,"12 KIRWAN ST, DUBLIN 7, DUBLIN",kirwan street,"€532,000.00"
08/08/2023,"2 GEORGES QUAY, APT 12, DUBLIN 2",georges quay,"€371,000.00"
08/08/2023,"APT 84 THE MOYLE, PROSPECT HILL, FINGLAS RD",finglas road,"€240,000.00"
09/08/2023,"105 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4",marlborough road,"€1,100,000.00"
09/08/2023,"408 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€340,000.00"
09/08/2023,"7 REHOBOTH PLACE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€585,000.00"
09/08/2023,"APT 209 BLOCK E, CASTLEFORBES SQ, CASTLEFORBES RD DUBLIN 1",castleforbes road,"€402,500.00"
10/08/2023,"197 OWENS AVE, CEANNT FORT, MOUNT BROWN DUBLIN 8",mount brown,"€520,000.00"
10/08/2023,"22 THE TANNERY, 50 CORK ST, DUBLIN 8",cork street,"€411,000.00"
10/08/2023,"49 THOMAS MOORE ROAD, WALKINSTOWN, DUBLIN 12",thomas moore road,"€410,000.00"
11/08/2023,"11 HIGHLAND GROVE, THE PARK, CABINTEELY DUBLIN 18",the park,"€262,500.00"
11/08/2023,"13 MUCKROSS PARADE, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€390,000.00"
11/08/2023,"247 CLOGHER ROAD, CRUMLIN, DUBLIN 12",clogher road,"€385,000.00"
11/08/2023,"28 CHANDLERS GUILD, JAMES STREET, DUBLIN 8",james street,"€246,000.00"
11/08/2023,"313 CRUMLIN RD, DUBLIN 12, DUBLIN",crumlin road,"€480,000.00"
11/08/2023,"38 THE TENTERFIELDS, SOUTH BROWN ST, DUBLIN 8",south brown street,"€290,000.00"
11/08/2023,"4 HARBOUR VIEW, HIGH ST, BALBRIGGAN",high street,"€225,000.00"
11/08/2023,"4 THE PARK, THE PADDOCKS, HANSFIELD",the park,"€385,000.00"
11/08/2023,"50 ST PATRICKS PARK, STEPASIDE, DUBLIN 18",st patricks park,"€630,000.00"
11/08/2023,"APT 15, 18 LOWER BAGGOT STREET, DUBLIN 2",baggot street,"€605,000.00"
11/08/2023,"APT 8, CHANCERY HALL, CHURCH ST DUBLIN 7",church street,"€276,000.00"
14/08/2023,"4 CLOGHER ROAD, CRUMLIN, DUBLIN 12",clogher road,"€386,500.00"
14/08/2023,"5 NORTH JAMES ST, NORTH STRAND, DUBLIN 3",james street,"€410,000.00"
